#v109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#new_id,sub_type,res_id,icon_id,script,#old_id,name,stdmod,shape,weight,战力,last_time,寄售标识,anicount,source,reserved,looks,duramax,notips,protect,ac,ac2,mac,mac2,dc,dc2,mc,mc2,sc,sc2,幸运,诅咒,命中,闪避,魔法闪避,中毒闪避,HP恢复,MP恢复,中毒恢复,暴击几率,掉落守护,need,needlevel,price,stock,1000,rand_ac,rand_mac,rand_dc,rand_mc,rand_sc,add_base_ac,add_base_mac,add_base_dc,add_base_mc,add_base_sc,日志记录,无,无,无,max_hp,max_mp,max_hp_pres,max_mp_pres,转生等级,道具标志,职业,性别,物品描述
10011,3,0,10007,item.skill.YeManChongZhuang,0,战神冲撞,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业战士
10012,3,0,10007,item.skill.LieHuoJianFa,0,战圣烈焰,0,0xFFFF00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业战士
10013,3,0,10007,item.skill.HuoQiuShu,0,火焰之球,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10014,3,0,10007,item.skill.KangJuHuoHuan,0,法师威严,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10015,3,0,10007,item.skill.DaHuoQiu,0,火焰飞轮,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10016,3,0,10007,item.skill.DiYuHuo,0,黑狱之火,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10017,3,0,10007,item.skill.LeiDianShu,0,天雷之术,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10018,3,0,10007,item.skill.JiGuangDianYing,0,黑狱雷电,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10019,3,0,10007,item.skill.ShunJianYiDong,0,空间穿梭,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10020,3,0,10007,item.skill.HuoQiang,0,烈焰火墙,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10021,3,0,10007,item.skill.BaoLieHuoYan,0,爆焰火球,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10022,3,0,10007,item.skill.DiYuLeiGuang,0,雷光风暴,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10023,3,0,10007,item.skill.MoFaDun,0,法神灵盾,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10024,3,0,10007,item.skill.ShengYanShu,0,魔神指引,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10025,3,0,10007,item.skill.BingPaoXiao,0,冰雪咆哮,0,0xFFFF00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业法师
10026,3,0,10007,item.skill.ZhiYuShu,0,回春之术,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10027,3,0,10007,item.skill.JinShenLiZhanFa,0,精神冥想,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10028,3,0,10007,item.skill.ShiDuShu,0,天尊之毒,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10029,3,0,10007,item.skill.LingHunHuoFu,0,天魂灵符,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10030,3,0,10007,item.skill.YouLingDun,0,魔神庇护,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10031,3,0,10007,item.skill.ShenShengZhanJiaShu,0,斗神庇护,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10032,3,0,10007,item.skill.ZhaoHuanKuLou,0,亡灵召唤,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10033,3,0,10007,item.skill.YinShenShu,0,隐身之术,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10034,3,0,10007,item.skill.JiTiYinShenShu,0,天尊隐身,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10035,3,0,10007,item.skill.QunTiZhiLiao,0,天尊灵疗,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10036,3,0,10007,item.skill.ZhaoHuanShenShou,0,无极召唤,0,0xFFFF00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,职业道士
10037,0,0,10037,null,0,金条,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,价值100万金币<br>在仓库管理员处兑换
10038,0,0,10038,null,0,金砖,0,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,价值500万金币<br>在仓库管理员处兑换
10039,3,0,10039,item.chufa.zhufuyou,0,祝福油,0,0xFFFF00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,为武器增加幸运<br><br>自身幸运+10则100%发挥最大攻击
10040,1,0,10040,null,0,金创药(小),0,0,2,0,0,0,0,0,0,0,1,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10041,1,0,10041,null,0,金创药(中),0,0,2,0,0,0,0,0,0,0,1,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10042,1,0,10042,null,0,强效金创药,0,0,2,0,0,0,0,0,0,0,1,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10043,9,0,10043,null,0,金创药(小)包,0,0,2,0,0,0,0,0,0,0,6,0,0,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10044,9,0,10044,null,0,金创药(中)包,0,0,2,0,0,0,0,0,0,0,6,0,0,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10045,9,0,10045,null,0,强效金创药包,0,0,2,0,0,0,0,0,0,0,6,0,0,10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10046,2,0,10046,null,0,魔法药(小),0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10047,2,0,10047,null,0,魔法药(中),0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10048,2,0,10048,null,0,强效魔法药,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10049,9,0,10049,null,0,魔法药(小)包,0,0,2,0,0,0,0,0,0,0,6,0,0,10046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10050,9,0,10050,null,0,魔法药(中)包,0,0,2,0,0,0,0,0,0,0,6,0,0,10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10051,9,0,10051,null,0,强效魔法药包,0,0,2,0,0,0,0,0,0,0,6,0,0,10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10052,8,0,10052,null,0,太阳水,0,0,1,0,0,0,0,0,0,0,1,0,0,500,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10053,8,0,10053,null,0,强效太阳水,0,0,2,0,0,0,0,0,0,0,1,1,0,1000,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10054,9,0,10054,null,0,太阳水(包),0,0,2,0,0,0,0,0,0,0,6,0,0,10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10055,9,0,10055,null,0,强效太阳水(包),0,0,2,0,0,0,0,0,0,0,6,1,0,10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10056,8,0,10056,null,0,万年雪霜,0,0,2,0,0,0,0,0,0,0,1,1,0,2000,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10057,9,0,10057,null,0,万年雪霜(包),0,0,2,0,0,0,0,0,0,0,6,0,0,10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10058,0,0,10058,null,0,王城印绶,0,0xFFFF00,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,申请王城争霸必需品
10059,0,0,10059,null,0,奴玛号角,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,建立行会的必须品
10060,17,0,10060,null,0,一级力量石,0,0x00FF00,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,100,0,10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>一级力量石增加攻击属性1点<br><br>使用熔炉可以合成二级力量石
10061,17,0,10061,null,0,二级力量石,0,0x00FF00,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,90,0,10062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>二级力量石增加攻击属性2点<br><br>使用熔炉可以合成三级力量石
10062,17,0,10062,null,0,三级力量石,0,0xFFFF00,1,0,0,0,0,0,0,0,3,1,0,3,0,1,0,80,0,10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>三级力量石增加攻击属性4点<br><br>使用熔炉可以合成四级力量石
10063,17,0,10063,null,0,四级力量石,0,0xFFFF00,1,0,0,0,0,0,0,0,4,1,0,4,0,1,0,70,0,10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>四级力量石增加攻击属性8点<br><br>使用熔炉可以合成五级力量石
10064,17,0,10064,null,0,五级力量石,0,0x3300FF,1,0,0,0,0,0,0,0,5,1,0,5,0,1,0,60,0,10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>五级力量石增加攻击属性16点<br><br>使用熔炉可以合成六级力量石
10065,17,0,10065,null,0,六级力量石,0,0x3300FF,1,0,0,0,0,0,0,0,6,1,0,6,0,1,0,50,0,10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>六级力量石增加攻击属性32点<br><br>使用熔炉可以合成七级力量石
10066,17,0,10066,null,0,七级力量石,0,0xEE00EE,1,0,0,0,0,0,0,0,7,1,0,7,0,1,0,40,0,10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>七级力量石增加攻击属性64点<br><br>使用熔炉可以合成八级力量石
10067,17,0,10067,null,0,八级力量石,0,0xEE00EE,1,0,0,0,0,0,0,0,8,1,0,8,0,1,0,30,0,10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宝石镶嵌成功几率100%.<br>每个装备框只可镶嵌一颗宝石<br><br>八级力量石增加攻击属性128点<br><br>八级力量石无法再合成!
10068,17,0,10067,null,0,九级力量石,0,0xEE00EE,1,0,0,0,0,0,0,0,9,1,0,9,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10072,3,0,10002,item.chufa.ceshi,0,测试卷,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10073,3,0,10073,item.item10073.baibao,0,百宝袋,0,0x00FF00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,装满宝贝的袋子可双击打开<br>每天前15个可获得丰厚奖励<br>如果您成为尊贵的荣誉会员<br>每天就可额外多开15个宝袋
10074,3,0,10074,item.item10074.open,0,青铜镖令,0,0x00FF00,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,用于押镖的令牌<br>在土城夏镖头处接运镖任务<br><br>使用熔炉可合成黄金镖令[2倍经验]
10075,3,0,10075,item.item10075.open,0,黄金镖令,0,0xFFFF00,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,用于押镖的令牌<br>在土城夏镖头处接运镖任务<br><br>使用熔炉可合成蓝玉镖令[4倍经验]
10076,3,0,10076,item.item10076.open,0,蓝玉镖令,0,0x3300FF,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,用于押镖的令牌<br>在土城夏镖头处接运镖任务<br><br>使用熔炉可合成紫金镖令[8倍经验]
10077,3,0,10077,item.item10077.open,0,紫金镖令,0,0xEE00EE,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,用于押镖的令牌<br>在土城夏镖头处接运镖任务<br><br>使用[紫金镖令]可以获得8倍押镖经验
10078,3,0,10078,item.item10078.open,0,女儿红,0,0x00FF00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,饮用后可以增加五分钟烤火时间<br>可以在土城[篝火]旁烤火获得经验<br><br>使用熔炉可合成女儿红(5年)[2倍经验]<br><br>每天最多可以饮用6瓶酒
10079,3,0,10079,item.item10079.open,0,女儿红(5年),0,0xFFFF00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,饮用后可以增加五分钟烤火时间<br>可以在土城[篝火]旁烤火获得经验<br><br>使用熔炉可合成女儿红(10年)[4倍经验]<br><br>每天最多可以饮用6瓶酒
10080,3,0,10080,item.item10080.open,0,女儿红(10年),0,0x3300FF,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,饮用后可以增加五分钟烤火时间<br>可以在土城[篝火]旁烤火获得经验<br><br>使用熔炉可合成女儿红(20年)[8倍经验]<br><br>每天最多可以饮用6瓶酒
